corpus	normalized_cite	n_citing_opinions	n_modern_citers	sample_oids
ndcc	N.D.C.C. § 15-51-07	1	0	6807
ndcc	N.D.C.C. § 15-51-11	1	0	6807
ndcc	N.D.C.C. § 16-01-11	1	0	6826
ndcc	N.D.C.C. § 10-21-04	1	0	6788
ndcc	N.D.C.C. § 10-21-06	1	0	6788
ndcc	N.D.C.C. § 6-5-08	1	0	6788
ndcc	N.D.C.C. § 35-02-05	1	0	6825
ndcc	N.D.C.C. § 35-02-13	1	0	6825
ndcc	N.D.C.C. § 12-04-01	1	0	6819
ndcc	N.D.C.C. ch. 22-04	1	0	6776
ndcc	N.D.C.C. § 22-04-01	1	0	6776
ndcc	N.D.C.C. § 22-04-07	1	0	6776
ndcc	N.D.C.C. ch. 40-51.1	1	0	6765
ndcc	N.D.C.C. § 40-51.1-14	1	0	6765
ndcc	N.D.C.C. § 29-14-22	1	0	6762
ndcc	N.D.C.C. § 29-11-17	1	0	6762
ndcc	N.D.C.C. § 27-08-23	1	0	6762
ndcc	N.D.C.C. § 12-17-27	1	0	6761
ndcc	N.D.C.C. § 12-01-06	1	0	6761
ndcc	N.D.C.C. § 19-03-01	1	0	6773
ndcc	N.D.C.C. § 19-03-02	1	0	6773
ndcc	N.D.C.C. § 27-16-08	1	0	6773
ndcc	N.D.C.C. § 27-16-10	1	0	6773
ndcc	N.D.C.C. § 15-40-15	1	0	6772
ndcc	N.D.C.C. § 57-40-10	1	0	6790
ndcc	N.D.C.C. § 5-02-15	1	0	6737
ndcc	N.D.C.C. § 56-01-12	1	0	6742
ndcc	N.D.C.C. § 56-01-06	1	0	6742
ndcc	N.D.C.C. § 29-27-23	1	0	6732
ndcc	N.D.C.C. § 54-23-30	1	0	6717
ndcc	N.D.C.C. § 5-01-23	1	0	6701
ndcc	N.D.C.C. § 49-26-01	1	0	6695
ndcc	N.D.C.C. § 14-06-02	1	0	6706
ndcc	N.D.C.C. § 11-02-02	1	0	6705
ndcc	N.D.C.C. § 12-26-03	1	0	6667
ndcc	N.D.C.C. ch. 33-12	1	0	6662
ndcc	N.D.C.C. § 33-12-39	1	0	6662
ndcc	N.D.C.C. § 12-16-06	1	0	6657
ndcc	N.D.C.C. § 12-40-03	1	0	6674
ndcc	N.D.C.C. § 52-09-14	1	0	6633
ndcc	N.D.C.C. § 12-40-06	1	0	6630
ndcc	N.D.C.C. § 12-40-01	1	0	6630
ndcc	N.D.C.C. § 12-40-07	1	0	6630
ndcc	N.D.C.C. § 27-07-36	1	0	6637
ndcc	N.D.C.C. § 27-08-10	1	0	6637
ndcc	N.D.C.C. § 12-28-01	1	0	6627
ndcc	N.D.C.C. ch. 10-1	1	0	6638
ndcc	N.D.C.C. § 54-35.1-05	1	0	6594
ndcc	N.D.C.C. § 54-35.1-01	1	0	6594
ndcc	N.D.C.C. § 45-06-04	1	0	6565
ndcc	N.D.C.C. § 56-05-10	1	0	6562
ndcc	N.D.C.C. § 29-20-03	1	0	6589
ndcc	N.D.C.C. § 12-39-23	1	0	6592
ndcc	N.D.C.C. § 40-51-07	1	0	6593
ndcc	N.D.C.C. § 57-40-01	1	0	6586
ndcc	N.D.C.C. § 57-39-01	1	0	6586
ndcc	N.D.C.C. § 32-08-09	1	0	6584
ndcc	N.D.C.C. § 10-22-08	1	0	6584
ndcc	N.D.C.C. § 32-08-19	1	0	6584
ndcc	N.D.C.C. § 30-14-06	1	0	6582
ndcc	N.D.C.C. § 39-11-05	1	0	6554
ndcc	N.D.C.C. § 39-11-11	1	0	6554
ndcc	N.D.C.C. § 57-37-24	1	0	6548
ndcc	N.D.C.C. § 57-37-16	1	0	6548
ndcc	N.D.C.C. § 12-21-15	1	0	6546
ndcc	N.D.C.C. § 51-01-50	1	0	6541
ndcc	N.D.C.C. § 12-06-04	1	0	6518
ndcc	N.D.C.C. § 12-06-30	1	0	6518
ndcc	N.D.C.C. § 47-06-93	1	0	6539
ndcc	N.D.C.C. § 51-01-01	1	0	6537
ndcc	N.D.C.C. § 49-18-33	1	0	6526
ndcc	N.D.C.C. § 24-08-68	1	0	6482
ndcc	N.D.C.C. § 62-03-01	1	0	6474
ndcc	N.D.C.C. § 62-03-03	1	0	6474
ndcc	N.D.C.C. § 40-51-06	1	0	6515
ndcc	N.D.C.C. § 40-51-04	1	0	6515
ndcc	N.D.C.C. § 40-51-02	1	0	6515
ndcc	N.D.C.C. § 40-51-03	1	0	6515
ndcc	N.D.C.C. § 67-7-13	1	0	6477
ndcc	N.D.C.C. § 26-17-01	1	0	6465
ndcc	N.D.C.C. § 36-06-08	1	0	6452
ndcc	N.D.C.C. § 33-01-24	1	0	6438
ndcc	N.D.C.C. ch. 57-35.1	1	0	6440
ndcc	N.D.C.C. § 30-02-01	1	0	6424
ndcc	N.D.C.C. § 30-21-08	1	0	6424
ndcc	N.D.C.C. § 30-21-05	1	0	6424
ndcc	N.D.C.C. § 56-03-05	1	0	6436
ndcc	N.D.C.C. § 56-03-04	1	0	6436
ndcc	N.D.C.C. § 59-01-18	1	0	6436
ndcc	N.D.C.C. § 35-12-03	1	0	6414
ndcc	N.D.C.C. § 32-08-05	1	0	6414
ndcc	N.D.C.C. § 32-08-01	1	0	6414
ndcc	N.D.C.C. § 32-08-28	1	0	6414
ndcc	N.D.C.C. § 56-01-03	1	0	6406
ndcc	N.D.C.C. ch. 6-04	1	0	6396
ndcc	N.D.C.C. § 28-27-0	1	0	6386
ndcc	N.D.C.C. § 33-12-12	1	0	6373
ndcc	N.D.C.C. § 51-01-70	1	0	6378
ndcc	N.D.C.C. § 57-37-20	1	0	6377
ndcc	N.D.C.C. § 57-37-02	1	0	6377
ndcc	N.D.C.C. § 57-37-04	1	0	6377
ndcc	N.D.C.C. § 57-37-08	1	0	6377
ndcc	N.D.C.C. § 15-25-09	1	0	6379
ndcc	N.D.C.C. § 15-25-08	1	0	6379
ndcc	N.D.C.C. § 15-34-12	1	0	6379
ndcc	N.D.C.C. § 34-04-02	1	0	6379
ndcc	N.D.C.C. § 49-18-06	1	0	6353
ndcc	N.D.C.C. § 20-03-35	1	0	6351
ndcc	N.D.C.C. § 44-06-01	1	0	6376
ndcc	N.D.C.C. § 56-02-08	1	0	6334
ndcc	N.D.C.C. § 27-27-07	1	0	6322
ndcc	N.D.C.C. § 27-16-34	1	0	6312
ndcc	N.D.C.C. § 12-11-31	1	0	6308
ndcc	N.D.C.C. § 51-01-02	1	0	6305
ndcc	N.D.C.C. ch. 54-23	1	0	6319
ndcc	N.D.C.C. § 54-23-49	1	0	6319
ndcc	N.D.C.C. § 54-23-50	1	0	6319
ndcc	N.D.C.C. § 54-23-52	1	0	6319
ndcc	N.D.C.C. § 54-23-04	1	0	6319
ndcc	N.D.C.C. § 54-23-16	1	0	6319
ndcc	N.D.C.C. § 54-23-06	1	0	6319
ndcc	N.D.C.C. § 54-23-17	1	0	6319
ndcc	N.D.C.C. § 54-23-25	1	0	6319
ndcc	N.D.C.C. § 54-23-18	1	0	6319
ndcc	N.D.C.C. § 54-23-6	1	0	6319
ndcc	N.D.C.C. § 12-34-02	1	0	6300
ndcc	N.D.C.C. § 12-53-02	1	0	6300
ndcc	N.D.C.C. § 12-44-01	1	0	6298
ndcc	N.D.C.C. § 40-51-11	1	0	6291
ndcc	N.D.C.C. § 12-22-15	1	0	6290
ndcc	N.D.C.C. § 12-22-22	1	0	6290
ndcc	N.D.C.C. § 23-05-06	1	0	6290
ndcc	N.D.C.C. ch. 28-06	1	0	6276
ndcc	N.D.C.C. § 35-02-02	1	0	6275
ndcc	N.D.C.C. § 35-02-11	1	0	6275
ndcc	N.D.C.C. § 35-12-01	1	0	6272
ndcc	N.D.C.C. § 35-12-16	1	0	6272
ndcc	N.D.C.C. § 35-12-05	1	0	6284
ndcc	N.D.C.C. § 20-03-05	1	0	6281
ndcc	N.D.C.C. § 15-29-08.2	1	0	6286
ndcc	N.D.C.C. § 15-27-14	1	0	6246
ndcc	N.D.C.C. § 15-27-15	1	0	6246
ndcc	N.D.C.C. § 15-27-16	1	0	6246
ndcc	N.D.C.C. § 5-01-26	1	0	6224
ndcc	N.D.C.C. § 5-05-04	1	0	6224
ndcc	N.D.C.C. § 15-53-07	1	0	6225
ndcc	N.D.C.C. § 15-53-09	1	0	6225
ndcc	N.D.C.C. § 15-53-10	1	0	6225
ndcc	N.D.C.C. § 15-53-16	1	0	6225
ndcc	N.D.C.C. § 15-53-23	1	0	6225
ndcc	N.D.C.C. § 16-04-02	1	0	6218
ndcc	N.D.C.C. § 12-22-14	1	0	6213
ndcc	N.D.C.C. § 12-22-17	1	0	6213
ndcc	N.D.C.C. § 12-06-22	1	0	6213
ndcc	N.D.C.C. § 12-06-10	1	0	6213
ndcc	N.D.C.C. § 12-06-14	1	0	6213
ndcc	N.D.C.C. § 12-22-29	1	0	6213
ndcc	N.D.C.C. § 12-22-28	1	0	6213
ndcc	N.D.C.C. § 26-14-14	1	0	6244
ndcc	N.D.C.C. § 26-24-01	1	0	6244
ndcc	N.D.C.C. § 26-24-04	1	0	6244
ndcc	N.D.C.C. § 48-01-03	1	0	6244
ndcc	N.D.C.C. § 26-02-08	1	0	6244
ndcc	N.D.C.C. § 57-43-01	1	0	6223
ndcc	N.D.C.C. § 57-50-01	1	0	6223
ndcc	N.D.C.C. § 57-41-01	1	0	6223
ndcc	N.D.C.C. § 57-50-05	1	0	6223
ndcc	N.D.C.C. § 30-24-16	1	0	6222
ndcc	N.D.C.C. § 30-24-15	1	0	6199
ndcc	N.D.C.C. § 51-01-06	1	0	6204
ndcc	N.D.C.C. § 59-04-01	1	0	6196
ndcc	N.D.C.C. § 59-04-09	1	0	6196
ndcc	N.D.C.C. § 39-6-73	1	0	6206
ndcc	N.D.C.C. § 39-6-84	1	0	6206
ndcc	N.D.C.C. § 30-02-27	1	0	6182
ndcc	N.D.C.C. § 30-05-09	1	0	6182
ndcc	N.D.C.C. § 27-16-19	1	0	6172
ndcc	N.D.C.C. § 27-16-20	1	0	6172
ndcc	N.D.C.C. § 27-16-36	1	0	6172
ndcc	N.D.C.C. § 41-6-44.10	1	0	6171
ndcc	N.D.C.C. § 15-22-02	1	0	6136
ndcc	N.D.C.C. ch. 15-33	1	0	6136
ndcc	N.D.C.C. § 15-53-25	1	0	6136
ndcc	N.D.C.C. § 30-02-11	1	0	6164
ndcc	N.D.C.C. § 30-02-12	1	0	6164
ndcc	N.D.C.C. § 30-02-19	1	0	6164
ndcc	N.D.C.C. § 30-02-09	1	0	6164
ndcc	N.D.C.C. § 30-02-10	1	0	6164
ndcc	N.D.C.C. ch. 57-24	1	0	6115
ndcc	N.D.C.C. ch. 53-06	1	0	16725
ndcc	N.D.C.C. ch. 52-09	1	0	16149
ndcc	N.D.C.C. ch. 17-17.05	1	0	15772
ndcc	N.D.C.C. ch. 15-23	1	0	15379
ndcc	N.D.C.C. ch. 12-08	1	0	14430
ndcc	N.D.C.C. § 39-6-62	1	0	14024
ndcc	N.D.C.C. ch. 2-19	1	0	14148
ndcc	N.D.C.C. ch. 26-23	1	0	13771
ndcc	N.D.C.C. ch. 23-1	1	0	12835
ndcc	N.D.C.C. ch. 27-09	1	0	11398
ndcc	N.D.C.C. ch. 57-17	1	0	11409
ndcc	N.D.C.C. ch. 57-49	1	0	10884
ndcc	N.D.C.C. ch. 12-34	1	0	10220
ndcc	N.D.C.C. ch. 9-19	1	0	9538
ndcc	N.D.C.C. ch. 30-20	1	0	9000
ndcc	N.D.C.C. ch. 30-21	1	0	9000
ndcc	N.D.C.C. § 29-32-30	1	0	7643
ndcc	N.D.C.C. ch. 76-10	1	0	7517
ndcc	N.D.C.C. ch. 27-44	1	0	7403
ndcc	N.D.C.C. ch. 58-19	1	0	7313
ndcc	N.D.C.C. § 22-2-5	1	0	6882
ndcc	N.D.C.C. ch. 80-83	1	0	11385
ndcc	N.D.C.C. ch. 7-12	1	0	4945
ndcc	N.D.C.C. ch. 11-1	1	0	4901
ndcc	N.D.C.C. ch. 92-19	1	0	4331
ndcc	N.D.C.C. ch. 5-19	1	0	4302
ndcc	N.D.C.C. § 1-18-9	1	0	3392
ndcc	N.D.C.C. § 8-18-9	1	0	3392
ndcc	N.D.C.C. ch. 25-40	1	0	2150
ndcc	N.D.C.C. ch. 98-19	1	0	1627
ndcc	N.D.C.C. ch. 40-1	1	0	944
ndcc	N.D.C.C. ch. 37-2	1	0	880
ndcc	N.D.C.C. ch. 65-11	1	0	35
ndcc	N.D.C.C. ch. 99-11	1	0	5536
